T恤	ti4 xu4
原本	yuan2 ben3
原材料	yuan2 cai2 liao4
原肠胚	yuan2 chang2 pei1
原虫	yuan2 chong2
原处	yuan2 chu4
原地	yuan2 di4
原电池	yuan2 dian4 chi2
原动机	yuan2 dong4 ji1
原动力	yuan2 dong4 li4
原封不动	yuan2 feng1 bu2 dong4
原稿	yuan2 gao3
原告	yuan2 gao4
原故	yuan2 gu4
原函数	yuan2 han2 shu4
原籍	yuan2 ji2
原价	yuan2 jia4
原件	yuan2 jian4
原矿	yuan2 kuang4
原来	yuan2 lai2
原来如此	yuan2 lai2 ru2 ci3
原理	yuan2 li3
原粮	yuan2 liang2
原谅	yuan2 liang4
原料	yuan2 liao4
原煤	yuan2 mei2
原棉	yuan2 mian2
原木	yuan2 mu4
原色	yuan2 se4
原审	yuan2 shen3
原生动物	yuan2 sheng1 dong4 wu4
原生晕	yuan2 sheng1 yun4
原生质	yuan2 sheng1 zhi4
原诗	yuan2 shi1
原始	yuan2 shi3
原始公社	yuan2 shi3 gong1 she4
原始公社制度	yuan2 shi3 gong1 she4 zhi4 du4
原始积累	yuan2 shi3 ji1 lei3
原始记录	yuan2 shi3 ji4 lu4
原始林	yuan2 shi3 lin2
原始凭证	yuan2 shi3 ping2 zheng4
原始人	yuan2 shi3 ren2
原始森林	yuan2 shi3 sen1 lin2
原始社会	yuan2 shi3 she4 hui4
原体	yuan2 ti3
原委	yuan2 wei3
原文	yuan2 wen2
原物	yuan2 wu4
原先	yuan2 xian1
原线圈	yuan2 xian4 juan1
原型	yuan2 xing2
原形	yuan2 xing2
原性	yuan2 xing4
原盐	yuan2 yan2
原野	yuan2 ye3
原叶体	yuan2 ye4 ti3
原意	yuan2 yi4
原因	yuan2 yin1
原音	yuan2 yin1
原由	yuan2 you2
原油	yuan2 you2
原有	yuan2 you3
原原本本	yuan2 yuan2 ben3 ben3
原则	yuan2 ze2
原则上	yuan2 ze2 shang4
原则问题	yuan2 ze2 wen4 ti2
原则性	yuan2 ze2 xing4
原址	yuan2 zhi3
原种	yuan2 zhong3
原主	yuan2 zhu3
原著	yuan2 zhu4
原状	yuan2 zhuang4
原子	yuan2 zi3
原子弹	yuan2 zi3 dan4
原子光谱	yuan2 zi3 guang1 pu3
原子核	yuan2 zi3 he2
原子核反应堆	yuan2 zi3 he2 fan3 ying4 dui1
原子核裂变	yuan2 zi3 he2 lie4 bian4
原子价	yuan2 zi3 jia4
原子结构	yuan2 zi3 jie2 gou4
原子量	yuan2 zi3 liang4
原子能	yuan2 zi3 neng2
原子能发电	yuan2 zi3 neng2 fa1 dian4
原子序数	yuan2 zi3 xu4 shu4
原作	yuan2 zuo4
援救	yuan2 jiu4
援军	yuan2 jun1
援外	yuan2 wai4
援引	yuan2 yin3
援用	yuan2 yong4
援助	yuan2 zhu4
援助计划	yuan2 zhu4 ji4 hua4
园地	yuan2 di4
园丁	yuan2 ding1
园儿	yuan2 er2
园林	yuan2 lin2
园田	yuan2 tian2
园田化	yuan2 tian2 hua4
园艺	yuan2 yi4
园子	yuan2 zi5
员	yuan2
员工	yuan2 gong1
圆	yuan2
圆钢	yuan2 gang1
圆规	yuan2 gui1
圆弧	yuan2 hu2
圆滑	yuan2 hua2
圆环	yuan2 huan2
圆寂	yuan2 ji4
圆满	yuan2 man3
圆面积	yuan2 mian4 ji1
圆盘	yuan2 pan2
圆球	yuan2 qiu2
圆圈	yuan2 juan1
圆润	yuan2 run4
圆台	yuan2 tai2
圆筒	yuan2 tong3
圆心	yuan2 xin1
圆心角	yuan2 xin1 jiao3
圆形	yuan2 xing2
圆圆	yuan2 yuan2
圆周	yuan2 zhou1
圆周角	yuan2 zhou1 jiao3
圆周率	yuan2 zhou1 lu:4
圆珠笔	yuan2 zhu1 bi3
圆柱	yuan2 zhu4
圆柱面	yuan2 zhu4 mian4
圆柱体	yuan2 zhu4 ti3
圆锥	yuan2 zhui1
圆锥曲线	yuan2 zhui1 qu3 xian4
圆桌	yuan2 zhuo1
圆桌会议	yuan2 zhuo1 hui4 yi4
猿	yuan2
源	yuan2
源流	yuan2 liu2
源泉	yuan2 quan2
源头	yuan2 tou2
源源	yuan2 yuan2
源远流长	yuan2 yuan3 liu2 chang2
缘故	yuan2 gu4
缘由	yuan2 you2
远	yuan3
远超过	yuan3 chao1 guo4
远程	yuan3 cheng2
远处	yuan3 chu4
远大	yuan3 da4
远道	yuan3 dao4
远地点	yuan3 di4 dian3
远东	yuan3 dong1
远儿	yuan3 er2
远方	yuan3 fang1
远房	yuan3 fang2
远隔	yuan3 ge2
远古	yuan3 gu3
远航	yuan3 hang2
远见	yuan3 jian4
远见卓识	yuan3 jian4 zhuo1 shi2
远郊	yuan3 jiao1
远近	yuan3 jin4
远近驰名	yuan2 jin4 chi2 ming2
远景	yuan3 jing3
远客	yuan3 ke4
远离	yuan3 li2
远路	yuan3 lu4
远期	yuan3 qi1
远亲	yuan3 qin1
远视	yuan3 shi4
远眺	yuan3 tiao4
远途	yuan3 tu2
远望	yuan3 wang4
远销	yuan3 xiao1
远行	yuan3 xing2
远洋	yuan3 yang2
远洋运输	yuan3 yang2 yun4 shu1
远远	yuan3 yuan3
远在	yuan3 zai4
远者	yuan3 zhe3
远征	yuan3 zheng1
远征军	yuan3 zheng1 jun1
愿	yuan4
愿望	yuan4 wang4
愿意	yuan4 yi4
怨	yuan4
怨愤	yuan4 fen4
怨恨	yuan4 hen4
怨气	yuan4 qi4
怨声载道	yuan4 sheng1 zai4 dao4
怨天	yuan4 tian1
怨天尤人	yuan4 tian1 you2 ren2
怨言	yuan4 yan2
院	yuan4
院长	yuan4 zhang3
院里	yuan4 li3
院落	yuan4 luo4
院士	yuan4 shi4
院校	yuan4 xiao4
院子	yuan4 zi5
约	yue1
约旦	yue1 dan4
约旦河	yue1 dan4 he2
约定	yue1 ding4
约法	yue1 fa3
约法三章	yue1 fa3 san1 zhang1
约分	yue1 fen1
约翰	yue1 han4
约翰内斯堡	yue1 han4 nei4 si1 bao3
约翰逊	yue1 han4 xun4
约好	yue1 hao3
约会	yue1 hui4
约计	yue1 ji4
约克	yue1 ke4
约略	yao1 lu:e4
约摸	yue1 mo5
约莫	yue1 mo5
约请	yue1 qing3
约瑟夫	yue1 se4 fu1
约束	yue1 shu4
约束力	yue1 shu4 li4
约数	yue1 shu4
约同	yue1 tong2
越	yue4
越冬	yue4 dong1
越冬作物	yue4 dong1 zuo4 wu4
越发	yue4 fa1
越过	yue4 guo4
越级	yue4 ji2
越界	yue4 jie4
越境	yue4 jing4
越剧	yue4 ju4
越剧团	yue4 ju4 tuan2
越来越	yue4 lai2 yue4
越南	yue4 nan2
越南人	yue4 nan2 ren2
越权	yue4 quan2
越位	yue4 wei4
越洋	yue4 yang2
越洋电话	yue4 yang2 dian4 hua4
越野	yue4 ye3
越狱	yue4 yu4
跃进	yue4 jin4
跃迁	yue4 qian1
跃然纸上	yue4 ran2 zhi3 shang4
跃跃	yue4 yue4
钥匙	yao4 shi5
岳	yue4
岳飞	yue4 fei1
岳父	yue4 fu4
岳父母	yue4 fu4 mu3
岳母	yue4 mu3
岳阳	yue4 yang2
岳州	yue4 zhou1
粤	yue4
粤东	yue4 dong1
粤汉铁路	yue4 han4 tie3 lu4
粤剧	yue4 ju4
月	yue4
月报	yue4 bao4
月饼	yue4 bing3
月初	yue4 chu1
月出	yue4 chu1
月底	yue4 di3
月度	yue4 du4
月份	yue4 fen4
月光	yue4 guang1
月季	yue4 ji4
月季花	yue4 ji4 hua1
月季花圃	yue4 ji4 hua1 pu3
月经	yue4 jing1
月经带	yue4 jing1 dai4
月经用棉塞	yue4 jing1 yong4 mian2 sai4
月刊	yue4 kan1
月亮	yue4 liang4
月龄	yue4 ling2
月末	yue4 mo4
月票	yue4 piao4
月琴	yue4 qin2
月球	yue4 qiu2
月色	yue4 se4
月食	yue4 shi2
月台	yue4 tai2
月牙	yue4 ya2
月夜	yue4 ye4
月中	yue4 zhong1
月终	yue4 zhong1
悦	yue4
悦耳	yue4 er3
悦目	yue4 mu4
阅	yue4
阅兵	yue4 bing1
阅读	yue4 du2
阅览	yue4 lan3
阅览室	yue4 lan3 shi4
阅历	yue4 li4
云彩	yun2 cai3
云层	yun2 ceng2
云顶	yun2 ding3
云端	yun2 duan1
云峰	yun2 feng1
云岗	yun2 gang3
云贵	yun2 gui4
云贵高原	yun2 gui4 gao1 yuan2
云海	yun2 hai3
云集	yun2 ji2
云林	yun2 lin2
云龙	yun2 long2
云母	yun2 mu3
云南	yun2 nan2
云南白药	yun2 nan2 bai2 yao4
云南省	yun2 nan2 sheng3
云萍	yun2 ping2
云雀	yun2 que4
云杉	yun2 shan1
云山	yun2 shan1
云室	yun2 shi4
云水	yun2 shui3
云梯	yun2 ti1
云天	yun2 tian1
云雾	yun2 wu4
云霞	yun2 xia2
云霄	yun2 xiao1
云雨	yun2 yu3
云云	yun2 yun2
匀称	yun2 cheng4
匀染	yun2 ran3
匀速圆周运动	yun2 su4 yuan2 zhou1 yun4 dong4
匀速运动	yun2 su4 yun4 dong4
匀速直线运动	yun2 su4 zhi2 xian4 yun4 dong4
匀速转动	yun2 su4 zhuan3 dong4
匀整	yun2 zheng3
陨落	yun3 luo4
陨石	yun3 shi2
允诺	yun3 nuo4
允许	yun3 xu3
运	yun4
运笔	yun4 bi3
运兵	yun4 bing1
运筹	yun4 chou2
运筹学	yun4 chou2 xue2
运单	yun4 dan1
运到	yun4 dao4
运道	yun4 dao4
运动	yun4 dong4
运动场	yun4 dong4 chang3
运动会	yun4 dong4 hui4
运动健将	yun4 dong4 jian4 jiang4
运动竞赛	yun4 dong4 jing4 sai4
运动量	yun4 dong4 liang4
运动人士	yun4 dong4 ren2 shi4
运动衫	yun4 dong4 shan1
运动神经细胞	yun4 dong4 shen2 jing1 xi4 bao1
运动手枪	yun4 dong4 shou3 qiang1
运动用品	yun4 dong4 yong4 pin3
运动员	yun4 dong4 yuan2
运费	yun4 fei4
运河	yun4 he2
运杰	yun4 jie2
运鹏	yun4 peng2
运气	yun4 qi4
运气	yun4 qi5
运球	yun4 qiu2
运输	yun4 shu1
运输成本	yun4 shu1 cheng2 ben3
运输机	yun4 shu1 ji1
运输量	yun4 shu1 liang4
运输能力	yun4 shu1 neng2 li4
运输网	yun4 shu1 wang3
运输系统	yun4 shu1 xi4 tong3
运输线	yun4 shu1 xian4
运输业	yun4 shu1 ye4
运送	yun4 song4
运算	yun4 suan4
运算器	yun4 suan4 qi4
运销	yun4 xiao1
运行	yun4 xing2
运营	yun4 ying2
运用	yun4 yong4
运用于	yun4 yong4 yu2
运载	yun4 zai4
运载火箭	yun4 zai3 huo3 jian4
运转	yun4 zhuan3
运作	yun4 zuo4
蕴藏	yun4 cang2
蕴含	yun4 han2
蕴如	yun4 ru2
酝酿	yun4 niang4
晕	yun1
晕	yun4
晕倒	yun1 dao3
韵	yun4
韵律	yun4 lu:4
韵母	yun4 mu3
韵味	yun4 wei4
韵文	yun4 wen2
孕	yun4
孕妇	yun4 fu4
孕期	yun4 qi1
孕穗	yun4 sui4
孕穗期	yun4 sui4 qi1
孕育	yun4 yu4
砸	za2
砸碎	za2 sui4
杂	za2
杂草	za2 cao3
杂草丛生	za2 cao3 cong2 sheng1
杂肥	za2 fei2
杂费	za2 fei4
杂感	za2 gan3
杂货	za2 huo4
杂货店	za2 huo4 dian4
杂技	za2 ji4
杂技团	za2 ji4 tuan2
杂技艺术	za2 ji4 yi4 shu4
杂技艺术家	za2 ji4 yi4 shu4 jia1
杂记	za2 ji4
杂交	za2 jiao1
杂交亲本	za2 jiao1 qin1 ben3
杂交育种	za2 jiao1 yu4 zhong3
杂交种	za2 jiao1 zhong3
杂居	za2 ju1
杂剧	za2 ju4
杂粮	za2 liang2
杂乱	za2 luan4
杂乱无章	za2 luan4 wu2 zhang1
杂品	za2 pin3
杂色	za2 se4
杂食性	za2 shi2 xing4
杂说	za2 shuo1
杂文	za2 wen2
杂物	za2 wu4
杂音	za2 yin1
杂志	za2 zhi4
杂志社	za2 zhi4 she4
杂质	za2 zhi4
杂种	za2 zhong3
杂种后代	za2 zhong3 hou4 dai4
杂种优势	za2 zhong3 you1 shi4
栽	zai1
栽培	zai1 pei2
栽植	zai1 zhi2
栽种	zai1 zhong4
灾	zai1
灾害	zai1 hai4
灾荒	zai1 huang1
灾祸	zai1 huo4
灾民	zai1 min2
灾难	zai1 nan4
灾情	zai1 qing2
灾区	zai1 qu1
宰	zai3
宰割	zai3 ge1
宰杀	zai3 sha1
宰相	zai3 xiang4
载	zai3
载	zai4
载波	zai4 bo1
载波通信	zai4 bo1 tong1 xin4
载歌载舞	zai4 ge1 zai4 wu3
载荷	zai4 he4
载货	zai4 huo4
载记	zai3 ji4
载客	zai4 ke4
载频	zai4 pin2
载热剂	zai3 re4 ji4
载入	zai3 ru4
载体	zai4 ti3
载运	zai4 yun4
载重	zai4 zhong4
载重力	zai4 zhong4 li4
载重量	zai4 zhong4 liang4
载重汽车	zai4 zhong4 qi4 che1
再	zai4
再版	zai4 ban3
再不	zai4 bu4
再次	zai4 ci4
再度	zai4 du4
再会	zai4 hui4
再见	zai4 jian4
再教育	zai4 jiao4 yu4
再接再励	zai4 jie1 zai4 li4
再结晶	zai4 jie2 jing1
再来一个	zai4 lai2 yi2 ge4
再起	zai4 qi3
再认	zai4 ren4
再入	zai4 ru4
再三	zai4 san1
再审	zai4 shen3
再生	zai4 sheng1
再生产	zai4 sheng1 chan3
再生缘	zai4 sheng1 yuan2
再生纸	zao4 sheng1 zhi3
再生制动	zai4 sheng1 zhi4 dong4
再说	zai4 shuo1
再现	zai4 xian4
再造	zai4 zao4
再则	zai4 ze2
再者	zai4 zhe3
在	zai4
在案	zai4 an4
在编	zai4 bian1
在场	zai4 chang3
在朝	zai4 chao2
在此	zai4 ci3
在底下	zai4 di3 xia4
在后面	zai4 hou4 mian4
在乎	zai4 hu5
在即	zai4 ji2
在家	zai4 jia1
在教	zai4 jiao4
在世	zai4 shi4
在世上	zai4 shi4 shang4
在逃	zai4 tao2
在望	zai4 wang4
在位	zai4 wei4
在握	zai4 wo4
在下	zai4 xia4
在下面	zai4 xia4 mian4
在先	zai4 xian1
在行	zai4 hang2
在押	zai4 ya1
在野	zai4 ye3
在野党	zai4 ye3 dang3
在野人士	zai4 ye3 ren2 shi4
在意	zai4 yi4
在于	zai4 yu2
在职	zai4 zhi2
在职干部	zai4 zhi2 gan4 bu4
在座	zai4 zuo4
咱	zan2
咱	zan5
咱儿	zan2 er2
咱俩	zan2 liang3
咱们	zan2 men5
攒	zan3
暂	zan4
暂定	zan4 ding4
暂缓	zan4 huan3
暂且	zan4 qie3
暂时	zan4 shi2
暂时性	zan4 shi2 xing4
暂停	zan4 ting2
暂行	zan4 xing2
赞	zan4
赞不绝口	zan4 bu4 jue2 kou3
赞成	zan4 cheng2
赞成票	zan4 cheng2 piao4
赞歌	zan4 ge1
赞美	zan4 mei3
赞赏	zan4 shang3
赞颂	zan4 song4
赞叹	zan4 tan4
赞同	zan4 tong2
赞许	zan4 xu3
赞扬	zan4 yang2
赞誉	zan4 yu4
赞助	zan4 zhu4
赃	zang1
赃款	zang1 kuan3
赃物	zang1 wu4
脏	zang1
脏	zang4
脏器	zang4 qi4
葬	zang4
葬礼	zang4 li3
葬送	zang4 song4
遭	zao1
遭到	zao1 dao4
遭受	zao1 shou4
遭殃	zao1 yang1
遭遇	zao1 yu4
遭遇战	zao1 yu4 zhan4
糟	zao1
糟糕	zao1 gao1
糟蹋	zao1 ta4
糟糟	zao1 zao1
凿	zao2
凿井	zao2 jing3
凿岩	zao2 yan2
凿岩机	zao2 yan2 ji1
藻	zao3
藻类	zao3 lei4
枣红	zao3 hong2
枣树	zao3 shu4
枣阳	zao3 yang2
枣庄	zao3 zhuang1
早	zao3
早安	zao3 an1
早报	zao3 bao4
早餐	zao3 can1
早餐会	zao3 can1 hui4
早操	zao3 cao1
早产	zao3 chan3
早产儿	zao3 chan3 er2
早晨	zao3 chen2
早出晚归	zao3 chu1 wan3 gui1
早春	zao3 chun1
早到	zao3 dao4
早稻	zao3 dao4
早点	zao3 dian3
早饭	zao3 fan4
早婚	zao3 hun1
早就	zao3 jiu4
早年	zao3 nian2
早期	zao3 qi1
早起	zao3 qi3
早秋	zao3 qiu1
早日	zao3 ri4
早上	zao3 shang4
早生贵子	zao3 sheng1 gui4 zi3
早熟	zao3 shou2
早衰	zao3 shuai1
早霜	zao3 shuang1
早退	zao3 tui4
早晚	zao3 wan3
早先	zao3 xian1
早已	zao3 yi3
早早	zao3 zao3
澡	zao3
澡堂	zao3 tang2
躁	zao4
噪	zao4
噪声	zao4 sheng1
噪音	zao4 yin1
造	zao4
造成	zao4 cheng2
造船	zao4 chuan2
造船厂	zao4 chuan2 chang3
造反	zao4 fan3
造化	zao4 hua4
造价	zao4 jia4
造就	zao4 jiu4
造林	zao4 lin2
造田	zao4 tian2
造物	zao4 wu4
造物主	zao4 wu4 zhu3
造型	zao4 xing2
造型机	zao4 xing2 ji1
造型艺术	zao4 xing2 yi4 shu4
造谣	zao4 yao2
造诣	zao4 yi4
造渣	zao4 zha1
造纸	zao4 zhi3
造纸厂	zao4 zhi3 chang3
造作	zao4 zuo4
造作	zao4 zuo5
皂化	zao4 hua4
皂化工序	zao4 hua4 gong1 xu4
皂片	zao4 pian4
皂洗	zao4 xi3
灶	zao4
灶火	zao4 huo3
灶台	zao4 tai2
灶王爷	zao4 wang2 ye2
燥	zao4
责	ze2
责备	ze2 bei4
责成	ze2 cheng2
责怪	ze2 guai4
责令	ze2 ling2
责骂	ze2 ma4
责难	ze2 nan4
责任	ze2 ren4
责任感	ze2 ren4 gan3
责任内阁	ze2 ren4 nei4 ge2
责任事故	ze2 ren4 shi4 gu4
责任心	ze2 ren4 xin1
责任制	ze2 ren4 zhi4
责问	ze2 wen4
责无旁贷	ze2 wu2 pang2 dai4
择	ze2
择伐	ze2 fa2
择捉	ze2 zhuo1
则	ze2
泽	ze2
泽民	ze2 min2
泽洙	ze2 zhu1
贼	zei2
怎	zen3
怎儿	zen3 er2
怎么	zen3 me5
怎么办	zen3 me5 ban4
怎么样	zen3 me5 yang4
怎么样儿	zen3 me5 yang4 er5
怎么着	zen3 me5 zhe5
怎么着儿	zen3 me5 zhao2 er2
怎生	zen3 sheng1
怎样	zen3 yang4
增	zeng1
增兵	zeng1 bing1
增拨	zeng1 bo1
增补	zeng1 bu3
增产	zeng1 chan3
增产节约	zeng1 chan3 jie2 yue1
增长	zeng1 zhang3
增长率	zeng1 chang3 lu:4
增长速度	zeng1 chang2 su4 du4
增大	zeng1 da4
增订	zeng1 ding4
增多	zeng1 duo1
增高	zeng1 gao1
增光	zeng1 guang1
增光彩	zeng1 guang1 cai3
增光辉	zeng1 guang1 hui1
增加	zeng1 jia1
增减	zeng1 jian3
增进	zeng1 jin4
增刊	zeng1 kan1
增量	zeng1 liang4
增强	zeng1 qiang2
增强塑料	zeng1 qiang2 su4 liao4
增设	zeng1 she4
增生	zeng1 sheng1
增塑剂	zeng1 su4 ji4
增添	zeng1 tian1
增压	zeng1 ya1
增氧机	zeng1 yang3 ji1
增益	zeng1 yi4
增音机	zeng1 yin1 ji1
增援	zeng1 yuan2
增殖	zeng1 zhi2
增值	zeng1 zhi2
增值税	zeng1 zhi2 shui4
憎恶	zeng1 wu4
憎恨	zeng1 hen4
曾	ceng2
曾	zeng1
曾国藩	zeng1 guo2 fan1
曾经	ceng2 jing1
曾佩	zeng1 pei4
曾任	ceng2 ren4
曾设	ceng2 she4
曾孙	zeng1 sun1
赠	zeng4
赠送	zeng4 song4
赠言	zeng4 yan2
赠与	zeng4 yu3
赠阅	zeng4 yue4
扎	za1
扎	zha1
扎	zha2
扎根	za1 gen1
扎实	za1 shi5
扎伊尔	zha1 yi1 er3
扎营	zha2 ying2
扎扎实实	za1 za1 shi5 shi5
扎针	zha1 zhen1
渣油	zha1 you2
渣滓	zha1 zi3
渣子	zha1 zi5
札记	zha2 ji4
轧	ga2
轧	ya4
轧	zha2
轧钢	zha2 gang1
轧钢机	zha2 gang1 ji1
轧辊	zha2 gun3
轧机	zha2 ji1
轧机组	zha2 ji1 zu3
轧件	zha2 jian4
轧制	zha2 zhi4
铡	zha2
铡刀	zha2 dao1
闸	zha2
闸板	zha2 ban3
闸北	zha2 bei3
闸阀	zha2 fa2
闸门	zha2 men2
闸瓦	zha2 wa3
眨	zha3
眨巴	zha3 ba5
眨眼	zha3 yan3
栅极	shan1 ji2
栅栏	zha4 lan5
榨菜	zha4 cai4
榨取	zha4 qu3
榨油	zha4 you2
咋	za3
咋办	za3 ban4
咋舌	zha4 she2
乍得	zha4 de2
炸	zha2
炸	zha4
炸弹	zha4 dan4
炸毁	zha4 hui3
炸雷	zha4 lei2
炸死	zha4 si3
炸药	zha4 yao4
诈	zha4
诈骗	zha4 pian4
诈骗案	zha4 pian4 an4
摘	zhai1
摘抄	zhai1 chao1
摘除	zhai1 chu2
摘录	zhai1 lu4
摘取	zhai1 qu3
摘心	zhai1 xin1
摘要	zhai1 yao4
摘译	zhai1 yi4
摘引	zhai1 yin3
摘自	zhai1 zi4
斋	zhai1
斋戒	zhai1 jie4
宅	zhai2
窄	zhai3
债	zhai4
债款	zhai4 kuan3
债权	zhai4 quan2
债权国	zhai4 quan2 guo2
债权人	zhai4 quan2 ren2
债券	zhai4 quan4
债务	zhai4 wu4
债务国	zhai4 wu4 guo2
债务人	zhai4 wu4 ren2
债主	zhai4 zhu3
寨	zhai4
寨子	zhai4 zi5
瞻	zhan1
瞻仰	zhan1 yang3
毡	zhan1
毡帽	zhan1 mao4
詹	zhan1
粘	nian2
粘	zhan1
粘法	nian2 fa3
粘合	nian2 he2
粘合剂	nian2 he2 ji4
粘胶纤维	nian2 jiao1 xian1 wei2
粘连	zhan1 lian2
粘球拍	zhan1 qiu2 pai1
粘贴	zhan1 tie1
粘住	zhan1 zhu4
沾	zhan1
沾亲带故	zhan1 qin1 dai4 gu4
沾染	zhan1 ran3
盏	zhan3
斩	zhan3
斩钉截铁	zhan3 ding1 jie2 tie3
斩首	zhan3 shou3
辗转	zhan3 zhuan3
崭	zhan3
崭露头角	zhan3 lu4 tou2 jiao3
崭新	zhan3 xin1
展	zhan3
展播	zhan3 bo1
展翅	zhan3 chi4
展出	zhan3 chu1
展开	zhan3 kai1
展览	zhan3 lan3
展览馆	zhan3 lan3 guan3
展览会	zhan3 lan3 hui4
展品	zhan3 pin3
展期	zhan3 qi1
展示	zhan3 shi4
展示会	zhan3 shi4 hui4
展厅	zhan3 ting1
展望	zhan3 wang4
展现	zhan3 xian4
展销	zhan3 xiao1
展销会	zhan3 xiao1 hui4
展忠	zhan3 zhong1
栈	zhan4
占	zhan1
占	zhan4
占便宜	zhan4 pian2 yi2
占城	zhan4 cheng2
占据	zhan4 ju4
占林	zhan4 lin2
占领	zhan4 ling3
占领区	zhan4 ling3 qu1
占领者	zhan4 ling3 zhe3
占荣	zhan4 rong2
占武	zhan4 wu3
占先	zhan4 xian1
占用	zhan4 yong4
占优势	zhan4 you1 shi4
占有	zhan4 you3
占有权	zhan4 you3 quan2
战	zhan4
战败	zhan4 bai4
战报	zhan4 bao4
战备	zhan4 bei4
战场	zhan4 chang3
战车	zhan4 che1
战地	zhan4 di4
战斗	zhan4 dou4
战斗机	zhan4 dou4 ji1
战斗力	zhan4 dou4 li4
战斗英雄	zhan4 dou4 ying1 xiong2
战斗员	zhan4 dou4 yuan2
战费	zhan4 fei4
战俘	zhan4 fu2
战歌	zhan4 ge1
战功	zhan4 gong1
战鼓	zhan4 gu3
战国	zhan4 guo2
战国策	zhan4 guo2 ce4
战国时代	zhan4 guo2 shi2 dai4
战果	zhan4 guo3
战壕	zhan4 hao2
战后	zhan4 hou4
战火	zhan4 huo3
战祸	zhan4 huo4
战机	zhan4 ji1
战绩	zhan4 ji1
战舰	zhan4 jian4
战局	zhan4 ju2
战况	zhan4 kuang4
战栗	zhan4 li4
战乱	zhan4 luan4
战略	zhan4 lu:e4
战马	zhan4 ma3
战前	zhan4 qian2
战区	zhan4 qu1
战胜	zhan4 sheng4
战时	zhan4 shi2
战士	zhan4 shi4
战事	zhan4 shi4
战书	zhan4 shu1
战术	zhan4 shu4
战死	zhan4 si3
战天斗地	zhan4 tian1 dou4 di4
战无不胜	zhan4 wu2 bu2 sheng4
战线	zhan4 xian4
战役	zhan4 yi4
战友	zhan4 you3
战争	zhan4 zheng1
战争与和平	zhan4 zheng1 yu3 he2 ping2
战争状态	zhan4 zheng1 zhuang4 tai4
站	zhan4
站长	zhan4 zhang3
站定	zhan4 ding4
站队	zhan4 dui4
站岗	zhan4 gang3
站立	zhan4 li4
站起来	zhan4 qi3 lai2
站台	zhan4 tai2
站稳	zhan4 wen3
站线	zhan4 xian4
站住	zhan4 zhu4
站住脚	zhan4 zhu4 jiao3
湛恩	zhan4 en1
湛江	zhan4 jiang1
湛蓝	zhan4 lan2
绽开	zhan4 kai1
樟木	zhang1 mu4
樟脑	zhang1 nao3
樟树	zhang1 shu4
章	zhang1
章程	zhang1 cheng2
章法	zhang1 fa3
章回体	zhang1 hui2 ti3
章回小说	zhang1 hui2 xiao3 shuo1
章节	zhang1 jie2
章句	zhang1 ju4
漳河	zhang1 he2
漳州	zhang1 zhou1
张	zhang1
张百祥	zhang1 bai3 xiang2
张宝	zhang1 bao3
张伯伦	zhang1 bo2 lun2
张大	zhang1 da4
张灯结彩	zhang1 deng1 jie2 cai3
张衡	zhang1 heng2
张华	zhang1 hua4
张家口	zhang1 jia1 kou3
张敬尧	zhang1 jing4 yao2
张口	zhang1 kou3
张力	zhang1 li4
张罗	zhang1 luo5
张目	zhang1 mu4
张贴	zhang1 tie1
张网	zhang1 wang3
张望	zhang1 wang4
张献忠	zhang1 xian4 zhong1
张学良	zhang1 xue2 liang2
张张	zhang1 zhang1
张宗禹	zhang1 zong1 yu3
张嘴	zhang1 zui3
张作霖	zhang1 zuo2 lin2
张骞	zhang1 qian1
掌	zhang3
掌故	zhang3 gu4
掌管	zhang3 guan3
掌权	zhang3 quan2
掌声	zhang3 sheng1
掌握	zhang3 wo4
掌心	zhang3 xin1
掌子面	zhang3 zi5 mian4
涨	zhang3
涨	zhang4
涨潮	zhang3 chao2
涨价	zhang3 jia4
涨落	zhang3 luo4
杖	zhang4
丈	zhang4
丈夫	zhang4 fu5
丈量	zhang4 liang2
丈母	zhang4 mu5
丈母娘	zhang4 mu5 niang2
丈人	zhang4 ren5
帐	zhang4
帐簿	zhang4 bu4
帐单	zhang4 dan1
帐房	zhang4 fang2
帐号	zhang4 hao4
帐户	zhang4 hu4
帐款	zhang4 kuan3
帐目	zhang4 mu4
帐篷	zhang4 peng5
帐子	zhang4 zi5
账单	zhang4 dan1
仗	zhang4
障碍	zhang4 ai4
障碍物	zhang4 ai4 wu4
招	zhao1
招安	zhao1 an1
招标	zhao1 biao1
招待	zhao1 dai4
招待会	zhao1 dai4 hui4
招待所	zhao1 dai4 suo3
招抚	zhao1 fu3
招供	zhao1 gong4
招呼	zhao1 hu1
招集	zhao1 ji2
招架	zhao1 jia4
招架不住	zhao1 jia4 bu2 zhu4
招降	zhao1 xiang2
招考	zhao1 kao3
招揽	zhao1 lan3
招募	zhao1 mu4
招牌	zhao1 pai5
招聘	zhao1 pin4
招亲	zhao1 qin1
招惹	zhao1 re3
招商局	zhao1 shang1 ju2
招生	zhao1 sheng1
招生计划	zhao1 sheng1 ji4 hua4
招收	zhao1 shou1
招手	zhao1 shou3
招摇撞骗	zhao1 yao2 zhuang4 pian4
招展	zhao1 zhan3
招致	zhao1 zhi4
招徕	zhao1 lai2
昭示	zhao1 shi4
昭雪	zhao1 xue3
找	zhao3
找不到	zhao3 bu2 dao4
